# Разговорная частота слов, измеренная миссией tt-dict-accept одним проходом по корпусам.
# Одна строка — слово и число его вхождений в обучающей части разговорных корпусов ПОСЛЕ
# фильтрации (`research/corpus/filters.py`). Ровно эта величина стоит в колонке `train_freq`
# очереди приёмки; здесь она есть и для слов, которых в очереди нет, — для тех, что уже стоят
# в поставляемом словаре.
#
# Зачем этот файл коммитится. Досье разделяет два вопроса: СОСТАВ словаря режется вторым
# независимым источником, ЧАСТОТЫ берутся из всего корпуса целиком, включая OpenSubtitles.
# Значит разговорную частоту надо прибавить и поставляемым словам тоже, иначе шкалы
# расходятся: у новичка частота из 482 млн токенов субтитров, у старожила — из письменного
# Leipzig. Первая сборка этой миссии так и ошиблась, и на префиксе «пап» тройка стала
# `папочка|папин|папочку`. Без этого файла пересборка требовала бы 1,5 ГБ корпуса на диске.
#
# Строк только для слов, которые могут оказаться в ассете: поставляемый словарь плюс очередь.
# Слова с нулевой разговорной частотой пропущены.
# Источник: Tatoeba-v2026-07-08.tt.txt.gz OpenSubtitles-v2024.tt.txt.gz
# Базовый ассет: 2d98ed359aa11261a5042a13c5ca9459c6e365c6ab4bf0563d0e3604a7485cae
# Пересоздаётся: python3 research/corpus/measure_accept.py <tag> out/shipped-1.8.4 <корпуса>
word	conv_freq
узына	3
узып	32
узыш	7
узышлар	4
узышчы	3
уилер	4
уинта	3
уй	104
уйга	7
уйгур	4
уйгыр	4
уйдырма	11
уйла	55
уйлавымча	32
уйлавын	6
уйлавың	5
уйлавыңны	5
уйлаган	205
уйлаганга	5
уйлаганда	5
уйлаганмы	3
уйлаганнан	34
уйлаганны	5
уйлаганча	28
уйлаганчы	8
уйлаганымны	8
уйлаганын	9
уйлаганың	5
уйлаганыңны	10
уйлагыз	10
уйлады	45
уйладыгыз	7
уйладыгызмы	11
уйладык	20
уйладым	374
уйладың	18
уйладыңмы	32
уйлама	41
уйламаган	58
уйламагыз	10
уйламады	12
уйламадык	3
уйламадым	34
уйламадың	5
уйламадыңмы	17
уйламас	6
уйламасаң	3
уйламаска	4
уйламый	24
уйламыйм	162
уйламыйсызмы	8
уйламыйсың	19
уйламыйсыңмы	14
уйламыйча	9
уйлана	7
уйланган	6
уйланылган	4
уйланыр	3
уйланырга	4
уйлап	253
уйлар	32
уйларбыз	6
уйларга	111
уйлармын	10
уйларсыз	4
уйларсың	9
уйларым	5
уйларын	5
уйларың	5
уйласа	4
уйласагыз	7
уйласак	3
уйласаң	26
уйласын	5
уйлау	6
уйлаудан	5
уйлаячак	3
уйлый	145
уйлыйбыз	18
уйлыйлар	13
уйлыйлармы	4
уйлыйм	562
уйлыйммы	4
уйлыймы	3
уйлыйсыз	54
уйлыйсыздыр	3
уйлыйсызмы	72
уйлыйсың	151
уйлыйсыңдыр	4
уйлыйсыңмы	205
уйлым	3
уйлысыңмы	5
уймак	6
уйна	27
уйнавы	3
уйнавын	3
уйнаган	18
уйнаганда	14
уйнаганын	12
уйнады	17
уйнадык	7
уйнадылар	5
уйнадым	10
уйнадың	5
уйнама	3
уйнамаган	3
уйнамадым	3
уйнамый	8
уйнап	31
уйнар	6
уйнарга	91
уйнау	15
уйнаудан	5
уйнауны	3
уйны	6
уйный	140
уйныйбыз	13
уйныйбызмы	5
уйныйк	7
уйныйлар	9
уйныйм	19
уйныйсыз	3
уйныйсызмы	4
уйныйсың	8
уйныйсыңмы	6
уйныйчакмын	3
ук	470
уклар	6
укол	3
украинага	3
украинаның	9
уку	44
укуга	8
укудан	4
укуны	7
укучы	33
укучылар	24
укучыларга	8
укучыларны	4
укучыларның	7
укучыларын	5
укучым	4
укучымы	3
укучыны	3
укучының	3
укучысы	5
укучысына	3
укы	27
укыган	37
укыганда	17
укыганымны	3
укыгыз	15
укыды	22
укыдыгыз	3
укыдыгызмы	8
укыдык	4
укыдым	62
укыдыңмы	5
укый	100
укыйбыз	5
укыйк	3
укыйлар	5
укыйм	32
укыйсым	5
укыйсың	14
укыйсыңмы	14
укыла	3
укылган	4
укыма	7
укымаган	12
укымады	3
укымадым	6
укымый	11
укымыйбыз	3
укымыйсыңмы	3
укымыйча	3
укымышлы	3
укып	60
укыр	6
укырга	97
укырмын	6
укырсың	3
укыта	12
укытам	8
укыткан	5
укыту	15
укытучы	113
укытучыбыз	5
укытучыга	4
укытучылар	25
укытучыларыгыз	3
укытучыларым	3
укытучым	4
укытучымы	4
укытучыны	6
укытучының	10
укытучысы	23
укытучысын	3
укытыла	6
укытырга	7
укыячакмын	4
ул	11979
уллары	7
улларым	3
улларын	3
уллыкка	11
улмы	7
улы	101
улыгыз	25
улыгызга	3
улыгызны	4
улыгызның	3
улый	3
улым	171
улыма	13
улыммы	4
улымнан	6
улымны	58
улымның	6
улын	15
улына	19
улының	8
улың	29
улыңа	7
улыңны	11
ультратавыш	3
ульяна	3
умарта	9
умартаны	3
умырзая	3
умыртка	9
умырткалык	8
умырткасы	4
ун	182
уналты	17
уналтышарлы	3
унарлы	3
унбер	10
унбердә	4
унбиш	25
унбишенче	3
унга	8
унда	6
ундүрт	5
ундүртенче	4
универ	3
универсаль	3
университет	8
университетка	4
университетны	7
университетта	6
университеты	13
университетына	5
университетында	4
университетының	5
уникаль	10
унике	33
уникегә	3
уникедә	4
уникенче	3
унитазда	3
уннан	5
унсигез	13
унсигезенче	3
унтугыз	3
унтугызынчы	3
унынчы	5
унҗиде	9
унөч	11
уолтер	4
упкын	4
упкынга	10
упс	3
ура	20
ураган	5
ураза	5
урак	3
урам	47
урамга	49
урамда	82
урамдагы	4
урамнар	6
урамнарда	4
урамны	4
урамның	7
урамы	14
урамында	7
урамындагы	3
урап	31
уратып	3
урдасы	3
урду	5
урлаган	58
урлаганнар	15
урлаганнарын	3
урлаганын	3
урлады	42
урладыгыз	6
урладылар	18
урладым	19
урладың	17
урладыңмы	4
урламаган	3
урланган	19
урлап	21
урларга	27
урлаткан	3
урлау	21
урлауда	8
урлаучы	5
урлый	20
урлыйлар	3
урлыйм	3
урман	69
урманга	27
урманда	40
урмандагы	6
урманнан	7
урманнар	6
урманнарда	8
урманнарның	3
урманны	4
урманы	3
урнаша	6
урнашкан	94
урнашты	7
урнаштык	3
урнаштым	3
урнаштыра	9
урнаштырам	6
урнаштырачак	3
урнаштырган	5
урнаштыру	9
урнаштырылган	8
урнаштырырга	15
урнашу	5
урнашуы	5
урнашуын	9
урнашырга	9
урнашырсың	3
урта	40
уртага	3
уртак	50
уртаклашам	11
уртаклашасым	3
уртаклашу	3
уртаклашырга	3
уртаклык	3
урталай	3
урталык	3
уртасы	9
уртасына	12
уртасында	71
уртасындагы	5
уртасыннан	5
уртача	23
урын	281
урынбасары	3
урынга	98
урында	166
урындамы	6
урындык	17
урындыкка	7
урындыкларны	3
урындыкны	7
урындыкта	9
урынлы	13
урынмы	3
урыннан	40
урыннар	29
урыннарда	10
урыннарны	8
урыннары	5
урыннарыгызга	3
урыннарыгызны	6
урыннарын	3
урыннарына	5
урынны	61
урынсыз	15
урыны	65
урыныгыз	7
урыныгызга	4
урыныгызда	9
урыныгызны	5
урыным	7
урынымда	4
урынымнан	4
урынымны	8
урынын	33
урынына	94
урынында	33
урынындагы	3
урыныннан	23
урыныңа	4
урыныңда	14
урыныңны	5
урырсың	3
урыс	66
урысча	8
усак	4
усал	29
усрак	4
устрица	3
ут	145
утка	16
утлар	7
утлары	3
утлы	16
утны	45
утның	4
утравы	8
утравына	7
утравында	10
утрау	150
утрауга	149
утрауда	172
утраудагы	26
утраудамы	3
утраудан	154
утрауларында	4
утрауны	53
утрауның	49
утсыз	7
утта	8
уттан	5
уты	12
утыз	72
утызда	5
утыздан	4
утызынчы	3
утын	44
утына	4
утынны	3
утыр	85
утыра	124
утырабыз	16
утыралар	6
утырам	34
утырасы	3
утырасыз	4
утырасым	5
утырасың	17
утырачак	11
утырачакмын	3
утырачаксың	3
утырган	52
утырганда	11
утыргансыз	3
утырганчы	6
утырганын	5
утыргач	4
утырды	49
утырдыгыз	4
утырдык	10
утырдылар	4
утырдым	22
утырдың	3
утырдыңмы	6
утырма	11
утырмас	4
утырмый	7
утырмыйм	4
утырса	5
утырсагыз	3
утырсам	10
утырсаң	6
утырсын	5
утырт	6
утырта	7
утыртам	4
утырткан	4
утыртты	6
утырттылар	6
утырттым	4
утырттың	4
утырту	6
утыртыгыз	7
утыртып	8
утыртырга	14
утыру	25
утыручы	5
утырыгыз	44
утырыйк	8
утырып	73
утырыр	8
утырырга	71
утырырмын	3
утырырсың	4
утырыш	3
утырышы	3
уф	7
ух	8
уч	6
учагы	3
учагым	4
учак	36
учакка	3
учакны	8
учакта	4
учактан	4
уян	63
уяна	15
уянам	3
уянасың	4
уянгач	14
уянды	21
уяндым	22
уяндымы	4
уяндың	5
уяндыңмы	4
уяну	5
уяныгыз	6
уянып	10
уянырга	7
уят	3
уята	15
уяткан	3
уяткыч	8
уятмас	4
уятты	15
уяттым	4
уяттыммы	3
уяттың	5
уятыгыз	3
уятырга	12
уяу	13
уҗым	3
уң	68
уңа	3
уңаенда	34
уңаеннан	15
уңай	29
уңайдан	15
уңайлы	47
уңайлырак	12
уңайсыз	40
уңайсызлануыннан	3
уңайсызрак	4
уңар	3
уңга	29
уңган	7
уңмас	4
уңыш	48
уңышка	36
уңышлар	82
уңышларга	8
уңышлы	58
уңышсыз	23
уңышсызлык	7
уңышсызлыкка	18
уңышсызлыклар	5
уңышы	8
уңышына	3
уһ	43
уһһ	3
фабрика	3
фабрикага	4
фабрикада	5
фабриканы	4
фадил	7
фазалауны	4
файда	80
файдага	15
файдалана	22
файдаланалар	3
файдаланам	4
файдалану	4
файдаланыгыз	7
файдаланыла	4
файдаланылмаган	3
файдаланып	3
файдаланырга	18
файдалы	99
файдалымы	3
файдалырак	3
файдасы	26
файдасыз	66
файдасын	4
файдасына	4
файл	6
файллар	4
файлларны	5
файлларын	4
файлны	7
факс	4
факт	6
фактлар	4
фактларны	3
фамилия	8
фамилиям	4
фамилиясе	12
фамилиясен	11
фанатик	6
фани	9
фантазия	3
фантастик	12
фантастика	4
фарадай	3
фарадейны	3
фараз	14
фаразлады	4
фаразларга	8
фаразлары	3
фаразлау	8
фаразлый	7
фарсы	8
фасылга	3
фасылы	9
фатир	22
фатирга	4
фатирда	15
фатирдан	3
фатирны	6
фатирым	3
фатирымнан	3
фатирына	6
фатирында	9
фатих	3
фатиха	8
фахишә	15
фахишәләр	4
фаш	14
фаҗига	7
фаҗигале	9
фбр	4
февраль	4
федераллар	6
федераль	13
федератив	3
федор	4
феникс	3
феннек	4
ферма	6
фермада	4
фермасында	3
фермер	5
фермерлар	3
фестиваль	6
фетнә	6
фигыль	9
фигыльләр	4
фида	6
физик	35
физика	16
физикасы	3
фикер	82
фикергә	8
фикердә	8
фикере	12
фикерегез	6
фикерегезне	5
фикерем	12
фикеремне	16
фикерен	17
фикеренчә	10
фикеренә	6
фикерең	13
фикереңне	7
фикерләр	12
фикерләрегезне	4
фикерләрен	4
фикерләреңне	4
фикерләрне	3
фикерләү	11
фикерне	9
фил	34
филадельфия	3
филипп	3
филләр	5
филтә	3
фильм	57
фильмда	5
фильмнар	16
фильмнарда	3
фильмнарны	4
фильмнарын	4
фильмны	27
фильмы	9
фильмын	7
фильмында	4
фин	13
финал	5
финалга	3
финанс	12
финанслар	3
финанслау	6
финиш	3
финляндия	3
финляндиядә	3
фиркасе	3
фирма	5
фирмада	4
флинт	4
флирт	4
флэшмоб	3
фон	5
фонарь	6
фонд	3
фонды	7
форма	4
формага	4
формада	7
формаль	3
формальлек	3
формасы	8
формасын	5
формасында	5
формула	5
формулага	3
форпост	3
форсат	5
фортис	3
фото	26
фотоаппарат	4
фотоаппаратны	4
фотога	26
фотограф	4
фотография	6
фотографиядә	3
фотографияне	7
фотографиясен	5
фотографчы	3
фотода	3
фотолар	16
фотоларны	5
фотолары	6
фотоларын	5
фотоны	4
фоторәсемне	3
фотосурәт	3
фотосурәтләр	4
фотосы	10
фотосын	3
фотоңны	3
фрайны	4
франциско	5
франция	6
француз	179
французлар	10
французмы	3
французча	104
фрейзер	3
фрейхт	3
фу	19
фудзи	4
функциясе	3
фунт	12
фуны	5
фуның	3
фургон	3
фургонны	6
фут	7
футбол	67
футболка	3
футболкаңны	5
футболны	3
футболчы	7
футурама	5
фьюрига	3
фюзеляж	4
фюзеляжны	3
фәкать	7
фәкыйрь	4
фәкыйрьләр	3
фәлсәфи	5
фәлсәфә	6
фәлсәфәче	12
фән	49
фәнгә	3
фәндә	3
фәне	3
фәненең	4
фәннең	4
фәнни	44
фәннәрне	4
фәрештә	25
фәрештәләр	4
фәрештәм	3
фәрештәсе	4
фәхеш	3
фәхешханә	5
х	3
ха	12
хаддад	3
хайван	66
хайванга	4
хайваннар	52
хайваннардан	4
хайваннарны	14
хайваннарның	3
хайваннары	7
хайванны	10
хайваны	10
хак	21
хаким	14
хакимият	30
хакимияте	7
хакимиятенең	3
хакимияткә	5
хакимиятне	3
хакимиятнең	4
хакимияттән	3
хакимлек	7
хакимлеккә	3
хакка	10
хаклы	234
хаклыдыр	9
хаклык	4
хаклымы	5
хакта	342
хакы	40
хакыгыз	12
хакыйкать	29
хакыйкатьне	7
хакыйкатьнең	3
хакыйкатьтән	3
хакыйкый	4
хакым	8
хакын	9
хакына	48
хакында	24
хакың	15
халатта	3
халкы	48
халкыбызның	3
халкым	8
халкын	7
халкына	7
халкында	3
халкының	27
халкыңа	5
халык	218
халыкара	52
халыкка	21
халыклар	21
халыкларга	4
халыкларны	4
халыкларның	13
халыклары	9
халыкларын	4
халыкны	20
халыкның	23
халыкта	11
халыктан	6
халәт	3
халәте	9
халәтен	3
халәттә	4
хан	26
ханлыгы	14
ханлыгында	3
ханлыгының	4
хансо	3
ханука	3
ханы	6
ханым	145
ханымга	6
ханымнар	42
ханымны	12
ханымның	7
ханымы	9
хаос	13
хаоска	3
харап	18
харитадан	4
харпер	5
хас	12
хастаханә	14
хастаханәгә	45
хастаханәдә	40
хастаханәдән	12
хастаханәсе	14
хастаханәсендә	6
хат	108
хата	136
хатадан	3
хаталар	36
хаталарны	11
хаталарын	7
хаталы	4
хатам	4
хатамны	4
хатаны	16
хатасы	8
хатасыз	7
хатасын	3
хатаң	4
хатаңны	3
хатирәләр	9
хатка	9
хатлар	21
хатларны	6
хатлары	5
хатны	36
хаты	14
хатын	261
хатына	3
хатынга	17
хатында	3
хатыннан	3
хатыннар	15
хатыннары	4
хатынны	15
хатынның	11
хатыны	73
хатыныгыз	19
хатыныгызга	4
хатыным	61
хатыныма	8
хатынымнан	3
хатынымны	13
хатынымның	10
хатынын	15
хатынына	9
хатыныннан	5
хатынының	5
хатының	33
хатыныңа	7
хатыныңны	14
хатыңны	5
хафаланма	4
хач	6
хаҗәте	6
хезмәт	169
хезмәте	14
хезмәтегезгә	3
хезмәтен	4
хезмәтендә	4
хезмәтеннән	3
хезмәтенә	8
хезмәткәр	8
хезмәткәре	20
хезмәткәрләр	10
хезмәткәрләре	12
хезмәткәрләрен	3
хезмәткәрләренең	3
хезмәткәрне	3
хезмәтләр	3
хезмәтләре	5
хезмәттә	4
хезмәттән	6
хезмәттәш	3
хезмәттәшем	4
хезмәттәшлек	26
хезмәттәшләр	4
хезмәттәшләрем	6
хезмәтче	7
хезмәтчеләр	3
хезмәтчесе	4
хей	3
хиббс	3
хизертон	3
хикмәт	8
хикәя	30
хикәяләр	13
хикәяне	9
хикәясе	3
хикәясен	3
хиллдейл	3
химик	16
химия	8
хин	3
хирург	14
хирургия	13
хирургы	3
хис	182
хисабы	3
хисабына	5
хисап	25
хисапка	4
хисаплар	4
хисапларны	4
хисапны	12
хисе	37
хисен	8
хисләр	21
хисләре	5
хисләремне	4
хисләрен	10
хисләрең	3
хисләреңне	5
хисләрне	4
хисне	3
хитроу	3
хлороформ	3
хм	13
хмм	10
хобби	5
ходайларга	4
ходайларның	3
ходайның	5
ходам	13
хозурында	3
хокук	23
хокуклар	8
хокуклардан	3
хокукларны	3
хокуклары	6
хокукларымны	3
хокукларын	11
хокуклы	19
хокукы	25
хокукыгыз	4
хокукый	6
хокукым	3
хокукымны	3
хокукын	6
хокукына	3
холкы	17
холкын	4
холык	10
холыклы	6
хорда	3
хорос	4
хосе	3
хоу	3
христиан	6
христианнар	3
ху	3
хуан	4
хулиган	4
хулиганлык	6
хуплавы	3
хуплаган	3
хуплады	7
хупламый	3
хуплап	3
хупларга	3
хуплау	3
хуплый	4
хуплыйм	6
хур	9
хурлык	16
хурлыклы	7
хуш	99
хушбуйга	3
хушлашыр	3
хушлашырга	9
хушыгыз	10
хуҗа	79
хуҗабикә	6
хуҗалыгы	5
хуҗалык	13
хуҗалыкка	3
хуҗалыкны	3
хуҗам	8
хуҗаның	3
хуҗасы	43
хуҗасыз	5
хуҗасын	9
хуҗасына	7
хуҗасының	6
хыял	28
хыялдан	3
хыяллан	4
хыяллана	15
хыялланам	10
хыялланган	7
хыялландым	7
хыялланмаган	4
хыялланып	4
хыялланырга	4
хыяллар	4
хыялларда	3
хыяллары	5
хыялларым	3
хыялларын	4
хыялларың	3
хыялы	9
хыялым	20
хыялымдагы	3
хыялын	4
хыянәт	35
хыянәтне	3
хыянәтче	11
хьюстон	7
хәбәр	218
хәбәрдар	9
хәбәрдән	4
хәбәре	4
хәбәрем	11
хәбәрләр	23
хәбәрләрне	3
хәбәрне	26
хәбәрсез	4
хәбәрче	3
хәвеф	6
хәер	56
хәерле	110
хәерлерәк	18
хәерче	10
хәерчелек	5
хәзер	2327
хәзерге	105
хәзергә	13
хәзердән	3
хәзерме	5
хәзинә	9
хәзинәне	4
хәзинәсе	5
хәй	5
хәйдәр	10
хәйлә	21
хәйләкәр	21
хәйләкәррәк	3
хәйран	3
хәйрия	9
хәким	7
хәл	557
хәлгә	31
хәлдә	76
хәлдән	17
хәле	36
хәлегез	4
хәлем	7
хәлемне	4
хәлен	9
хәлендә	11
хәленә	6
хәлең	14
хәлеңне	8
хәлиткеч	8
хәлләр	92
хәлләргә	4
хәлләрдә	7
хәлләре	9
хәлләрегез	11
хәлләрен	6
хәлләрең	17
хәлләрне	3
хәлме	3
хәлне	35
хәлнең	13
хәлсез	5
хәләл	4
хәмер	12
хәнҗәр	5
хәнҗәрне	5
хәрби	53
хәрбиләр	3
хәреф	19
хәрефе	3
хәрефләр	6
хәрефләре	4
хәрефләрен	3
хәрефтән	3
хәрәкәт	50
хәрәкәте	13
хәрәкәткә	3
хәрәкәтләнергә	3
хәрәкәтләнә	4
хәрәкәтләрдә	3
хәрәкәтсез	6
хәтер	16
хәтере	14
хәтерем	3
хәтеремдә	6
хәтеремә	3
хәтерен	10
хәтерендә	7
хәтерли	14
хәтерлибез	3
хәтерлим	97
хәтерлисез	3
хәтерлисезме	34
хәтерлисең	12
хәтерлисеңме	71
хәтерләми	7
хәтерләмим	70
хәтерләмисең	5
хәтерләмисеңме	7
хәтерләр	6
хәтерләтмиме	5
хәтерләтә	19
хәтерләтәсең	4
хәтерне	5
хәтле	15
хәтта	290
хәттин	3
хәттә	6
хәтфә	9
хәтәр	9
хәшәрәт	3
хөкем	80
хөкемгә	13
хөкемдар	6
хөкемдары	3
хөкеме	3
хөкеменә	4
хөкемнән	3
хөкүмәт	20
хөкүмәте	7
хөкүмәтеннән	3
хөкүмәтнең	3
хөрмәт	161
хөрмәте	4
хөрмәтенә	15
хөрмәткә	5
хөрмәтле	31
хөррият	3
хөрти	5
цент	6
цивилизация	6
цивилизацияле	4
ципья	3
циркта	3
цунами	3
чаб	3
чаба	25
чабак	3
чабам	3
чабарга	5
чабата	3
чабатасын	3
чабу	4
чабып	10
чабышкы	5
чабышы	3
чабышып	3
чагыла	8
чагылыш	6
чагылышы	6
чагымда	13
чагында	36
чагындагы	4
чагыштырганда	15
чагыштыргысыз	5
чагыштырма	4
чагыштырмача	9
чагыштырып	5
чагыштырырга	4
чагыштырырлык	5
чагыңда	5
чайкады	3
чайкала	5
чак	70
чаклар	3
чакларда	3
чаклы	25
чакра	4
чакрым	77
чакрымга	7
чакрымда	10
чакрымнан	5
чакрымы	3
чакта	159
чактан	4
чакыр	28
чакыра	31
чакырабыз	3
чакыралар	6
чакырам	26
чакырасың	4
чакырасыңмы	3
чакырган	12
чакырганын	3
чакырды	23
чакырдыгыз	5
чакырдыгызмы	5
чакырдылар	15
чакырдым	20
чакырдың	6
чакырдыңмы	4
чакырмаган	3
чакырмадылар	7
чакырмас	3
чакырт	4
чакырта	6
чакыртам	8
чакыртыгыз	10
чакыртып	3
чакыртырга	7
чакыру	14
чакыруга	3
чакыруны	3
чакыруын	5
чакырыгыз	22
чакырыйк	5
чакырыла	3
чакырылган	6
чакырылмаган	9
чакырып	10
чакырырга	30
чакырырмын	3
чал	9
чалбар	10
чалбарымны	3
чалбарыңны	3
чалгы	5
чалкан	4
чаллыдан	3
чалт	5
чама	5
чамалап	4
чамаларга	3
чамалый	6
чамасы	22
чамасыз	4
чана	6
чао	4
чап	7
чапкан	6
чапканда	3
чапма	3
чапмый	3
чапты	6
чаптым	4
чар	4
чара	30
чаралар	14
чараларны	5
чаралары	6
чараларын	12
чараларына	3
чарам	4
чарасы	29
чат	3
чатный	3
чатта	6
чаты	3
чатында	4
чатыр	8
чатырга	7
чатырда	7
чатырлар	6
чатырларны	3
чатырны	3
чатырында	5
чаян	4
чаң	6
чаңгы	7
чаңгыда	14
чаңы	3
чебен	20
чебеннәр	8
чебеш	5
чебеше	5
чебешләрне	5
чеби	6
чегән	5
чек	8
челләдә	3
челтәр	7
челтәргә	4
челтәрдә	4
челтәре	7
челтәрләр	7
челтәрләрдә	4
челән	8
чемодан	12
чемоданда	4
чемоданны	11
чемоданымны	4
чемоданын	5
чемпион	3
чемпионы	3
чер	3
чергән	5
черегән	6
черек	9
черем	5
череп	6
чери	7
черкиләр	4
чех	10
чи	25
чибын	3
чибәр	69
чибәрем	5
чибәркәем	3
чибәркәй	5
чибәррәк	3
чиге	12
чиген	7
чигендә	6
чигенергә	3
чигенә	3
чигүче	5
чигә	7
чизбургер	6
чизбургерлар	7
чик	24
чиккә	6
чикле	10
чикләвеге	9
чикләвек	17
чикләвекләр	6
чикләвекләрне	3
чикләвекне	6
чикләнгән	16
чикләнергә	4
чикләр	5
чикләргә	5
чикләре	10
чикләрне	4
чикләүләр	3
чикне	12
чиксез	48
чиксезле	5
чиксезлек	14
чиктә	41
чиктән	14
чиктәш	5
чили	4
чиләк	15
чиләккә	3
чиләкләп	3
чиләктә	3
чиләктән	5
чимал	4
чип	9
чиплары	4
чипны	3
чипсы	3
чир	27
чират	29
чиратка	4
чиратлап	4
чиратлашып	4
чиратта	18
чираттагы	30
чираты	3
чиратыңны	3
чирдә	3
чирдән	3
чире	15
чирек	10
чирен	4
чиркәү	29
чиркәүгә	10
чиркәүдә	7
чирле	22
чирли	15
чирләде	12
чирләдем	4
чирләп	9
чирләр	4
чирләрне	3
чирне	3
чиртеп	3
чирәм	8
чиста	82
чисталык	6
чисталыкны	5
чистамы	6
чистарт	8
чистарта	10
чистартабыз	3
чистартам	8
чистарткан	3
чистартты	4
чистарту	21
чистартыгыз	4
чистартылган	3
чистартып	7
чистартырга	19
чит	159
читен	5
читендә	10
читендәге	5
читенә	3
читкә	52
читкәрәк	7
читлек	8
читлеккә	10
читлекне	4
читлектә	22
читлектән	3
читләтеп	5
читләшү	3
читтә	30
читтәге	5
читтән	9
читтәрәк	3
читән	3
чиш	3
чишелде	4
чишелеш	11
чишелеше	8
чишелешне	4
чишен	3
чишенегез	3
чишенү	3
чишенә	3
чишеп	3
чишмә	5
чишмәләр	3
чиште	3
чишү	6
чишә	16
чишәргә	13
чия	10
чокып	3
чокыр	36
чокырга	13
чокырда	5
чокырны	6
чокыры	6
чолан	3
чоланда	7
чолгап	16
чонтык	3
чор	8
чорда	7
чорның	4
чоры	20
чорын	5
чорына	3
чорында	10
чорының	4
что	12
чтобы	3
чуан	5
чукрак	9
чукымас	4
чукындыру	3
чукындырырга	4
чум	4
чума	12
чумабыз	3
чумарга	10
чумган	6
чумды	5
чумдым	3
чумып	4
чуртан	4
чучка	7
чыбык	20
чыбыкка	3
чыбыклар	6
чыбыкларны	3
чыбыкны	18
чыбыркы	3
чыга	219
чыгабыз	18
чыгалар	5
чыгам	35
чыгамы	10
чыганагы	34
чыганагын	16
чыганагына	3
чыганак	11
чыганакка	9
чыганаклар	6
чыганакларга	3
чыганаклардан	3
чыганактан	3
чыгар	102
чыгара	81
чыгарабыз	6
чыгаралар	8
чыгарам	26
чыгарасы	4
чыгарасың	5
чыгарачак	3
чыгарачакбыз	4
чыгарачакмын	3
чыгарбыз	7
чыгарга	107
чыгарган	34
чыгарганнар	5
чыгаргач	6
чыгарды	61
чыгардыгыз	3
чыгардык	3
чыгардылар	18
чыгардым	35
чыгардымы	3
чыгардың	15
чыгардыңмы	3
чыгарма	12
чыгармадылар	3
чыгармадым	5
чыгармый	5
чыгармын	6
чыгарсаң	3
чыгарсың	6
чыгару	32
чыгаручы	4
чыгарыгыз	22
чыгарылган	14
чыгарылды	5
чыгарылыш	6
чыгарылышы	3
чыгарып	36
чыгарыр	9
чыгарырбыз	6
чыгарырга	63
чыгарырмын	4
чыгарырсың	4
чыгасы	3
чыгасыз	6
чыгасым	4
чыгасың	4
чыгасыңмы	3
чыгачак	68
чыгачакбыз	9
чыгачакмы	5
чыгачаксың	4
чыгу	72
чыгуга	5
чыгуның	4
чыгуы	13
чыгуымны	4
чыгуын	8
чыгуына	3
чыгыгыз	35
чыгыйк	6
чыгымнар	6
чыгымнарны	3
чыгымнары	4
чыгымнарын	7
чыгып	144
чыгыр	4
чыгырымнан	3
чыгырыннан	3
чыгыш	32
чыгышы	7
чыгышын	8
чыгышында	3
чыгышың	4
чыдам	9
чыдамлырак	3
чыдап	4
чыдар	3
чык	76
чыккан	114
чыкканда	23
чыккандыр	7
чыкканнан	4
чыкканчы	12
чыкканымны	3
чыкканын	13
чыккач	32
чыкма	9
чыкмаган	8
чыкмагыз	3
чыкмады	46
чыкмадым	7
чыкмас	32
чыкмаса	19
чыкмасаң	5
чыкмасын	5
чыкмаячак	9
чыкмый	32
чыкмыйм	7
чыкмыйсың	4
чыкмыйчак	22
чыкса	35
чыксагыз	3
чыксам	4
чыксаң	7
чыксын	6
чыкты	343
чыктыгыз	7
чыктык	18
чыктылар	10
чыктым	67
чыктымы	7
чыктың	29
чыктыңмы	3
чыланган	5
чыланды	3
чылбыр	3
чылбырлы	5
чылбырны	8
чылбыры	4
чымырдый	3
чын	384
чынаяк	34
чынаякка	3
чынаяктан	4
чынбарлык	45
чынбарлыкка	13
чынбарлыкны	21
чынбарлыкта	25
чынбарлыктан	9
чынга	26
чынлап	181
чынлапмы	37
чынлыкта	156
чынмы	18
чыннан	434
чыныга	3
чыныккан	3
чыпчык	22
чыпчыкка	4
чырае	5
чыраен	10
чырай	5
чырайсыз	3
чыршы	6
чыҗлый	3
чыңлау	5
чыңлый	5
чү	3
чүкеч	28
чүкечемне	3
чүкечең	3
чүкечеңне	3
чүкечне	9
чүкечсез	3
чүл	14
чүлдә	11
чүлмәге	3
чүлмәк	5
чүлнең	3
чүмеч	4
чүмәлә	5
чүп	51
чүпкә	3
чүплегендә	3
чүплек	4
чүплеккә	5
чүплектә	5
чүпләп	3
чүпләр	4
чүпне	7
чүпрәк	7
чүпрәкләр	3
чәй	83
чәйгә	11
чәйне	4
чәйнек	3
чәйни	4
чәк	3
чәлдердем	3
чәнечке	11
чәнечкеле	10
чәнечкеләре	4
чәршәмбе	12
чәч	31
чәче	8
чәчемне	9
чәчен	13
чәчеп	4
чәчең	3
чәчеңне	6
чәчле	33
чәчләр	8
чәчләре	20
чәчләрем	6
чәчләремне	6
чәчләремә	3
чәчләрен	4
чәчләрең	5
